Country Name,Country Code,Indicator Name,Indicator Code,_1960,_1961,_1962,_1963,_1964,_1965,_1966,_1967,_1968,_1969,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012,_2013,_2014
Aruba,ABW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa Eastern and Southern,AFE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,7.854248591,7.114661403,7.297536728,7.441388613,7.501636211,7.398256811,7.347928621,8.222566829,8.016470772,8.091670267,7.632633898,7.802150597,8.241301265,6.734153287,6.751626257,5.066041512,5.949911911,5.624047652,5.992729523,6.801493685,7.38606057,8.261470246,7.723381745,8.238042829,6.850106264,8.029657406,8.303373695,8.843838128,8.834761702,8.88752946,8.906289642,7.82246585,9.069003439,10.81346227,9.630202581,9.772202881,9.737485386,10.29411312,11.25656329,10.96064212,10.5280814,10.27660808,10.39318238,10.59476561
Afghanistan,AFG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa Western and Central,AFW,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,8.755186722,9.342940889,9.727920536,6.954666667,9.413077853,10.34948506,9.767334716,7.278709574,17.07692308,16.85380117,25.48732943,14.49690282,16.83087507,27.25409836,22.84339323,19.02377972,19.98770528,21.49271433,20.44546426,24.46478554,24.15334302,24.74618847,18.72743208,23.51344934,25.77107608,26.87564075,26.34197512,26.50185898,27.54770907,28.77617222,28.88210072,29.24832247,28.91048883,27.53744703,23.11663823,26.07110493,15.6476232,16.28227491,14.37851696,18.72691523,15.59020434,14.94153744,18.20066004,17.90314741
Angola,AGO,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,25.06738544,25.05966587,25,24.97965826,24.98084291,24.95726496,24.95726496,24.95726496,25.07936508,25.03703704,25.03703704,25,25.03192848,25.07462687,25.06203474,25.06203474,25.0617284,25.03067485,25.03052503,25.08917955,28.58672377,28.51108765,28.42105263,28.37696335,28.4375,28.40466926,10.03490401,14.56752656,14.53183521,14.60207612,14.52991453,14.61756374,12.93233083,26.43369176,23.76166547,11.79673321,13.39757538,10.00962464,10.01055966,11.50669848,11.27234118,11.26692456,11.27069133,11.26582278
Albania,ALB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,4.979591837,4.620689655,4.230317274,3.842105263,4.224719101,4.62745098,4.904347826,4.774193548,4.291970803,4.333781965,4.293333333,4.27622842,4.232804233,4.304546677,5.115983476,3.172737955,3.686006826,4.342369478,5.311666262,51.18325243,33.47302252,41.57336476,46.897138,46.76478051,51.03957076,48.26145102,55.71920428,62.41926013,25.58482225,27.24989535,36.08579088,27.50133761,28.88621795,11.4520157,11.53775491,45.05792904,72.9020979,38.53041875,23.58708189,12.65856237,24.9343832,23.68253968,27.99252766,23.68755292
Andorra,AND,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arab World,ARB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,9.098231752,9.2618336,9.192908505,9.087931881,9.739395092,10.76218969,10.4910525,10.0236644,10.27700226,9.94380845,12.069869,10.45710331,10.37326712,10.17824943,12.6113988,8.198881142,9.521701446,10.37541478,9.885439302,9.595228189,9.946571647,9.52891868,9.662014073,9.944348314,9.953060609,10.05259982,10.2455639,9.378422986,9.461642877,11.41644291,11.07482173,10.57465017,9.427655099,10.5246642,12.19406003,11.38167131,12.35921573,13.75479511,13.98558174,13.02979926,12.75395898,14.17483253,13.73308582,14.35983328
United Arab Emirates,ARE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,6.896551724,6.852248394,6.805555556,6.900212314,6.944444444,7.006697579,7.005076142,6.987247609,6.992586656,6.993339676,7.012195122,7.010656197,7.001281925,7,6.991666667,7.000156079,7.000073223,7.001347709,8.999487574,8.99882904,8.99659962,8.999946493,9.00138058,8.998988878,9.098550957,9.099804305,6.637323944,5.369549593,2.381080644,3.382235129,7.175947373,7.175175004,7.174924166,7.175153099,7.174865729,7.175593098,7.175518356,7.175979597,7.176531637,7.17603962,7.175928261,7.176413255,7.176479449,6.773479335
Argentina,ARG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,10.15916018,9.831660476,9.752072315,9.817531306,11.05544764,10.69962934,11.26399901,11.72160077,11.27493956,12.68070317,12.66252993,12.85664143,14.30365323,13.96388382,13.94896719,16.68469277,15.75549107,14.02404012,17.08340757,18.31296807,18.9340395,20.39512536,20.26601273,17.92053576,17.70200701,17.52432339,16.2632438,15.16375723,14.82843899,14.83297717,14.25622815,17.1704972,15.26567424,15.41955773,15.12546094,15.11757385,16.71740446,13.38278346,14.74749629,13.42535306,14.43479603,13.59979945,16.01834942,14.65738153
Armenia,ARM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.91391623,17.44430433,28.09862283,37.96664019,39.60763521,39.47131811,37.80173801,20.63360425,28.49297367,25.13556061,25.3776435,26.14447346,25.62058344,22.54135612,15.85406302,15.84612949,13.11227066,13.14004747,15.4592721,14.86510316,11.24634109,12.16689098,12.20756595,12.30869001,11.98709677
American Samoa,ASM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antigua and Barbuda,ATG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australia,AUS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,12.53205278,11.47540984,11.93123956,11.56795443,11.28311313,10.65419444,10.45141205,9.983814197,10.79929122,10.47207665,9.048014419,8.986709398,8.486407715,12.72763969,10.31708403,10.28690251,10.53382553,10.28646938,10.02750775,10.00849486,9.624713863,10.95217595,8.02582054,8.014822256,7.327091405,8.804947351,7.420198765,7.810801153,7.230248601,7.548170408,6.158004239,6.082306945,6.257305531,6.074640398,6.051361197,6.141604699,6.101255112,5.967173971,6.312718248,6.89348662,7.13795601,8.093550041,6.624211665,6.580200013,7.599479434,6.723101245,6.745671968,6.016157775,6.093231252,5.911445213,6.477314556,6.515771523,5.798700161,5.340095585,4.779589469
Austria,AUT,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,8.243750809,8.29518743,8.109360519,8.419696376,7.664857258,7.363170419,6.970714498,6.983587533,7.380248374,7.469247677,7.035482124,7.283171406,7.557476232,7.478328374,6.82532555,6.755789654,6.783602228,6.501821689,6.696393025,6.279075553,6.317307692,6.431378119,6.267313839,6.027828076,6.269351703,6.296008413,6.391977625,5.749879246,5.865127002,5.633201099,5.907172996,6.030170782,5.839123731,6.170796753,5.868242789,6.031389322,6.057042595,5.719673162,5.973886603,5.542759864,5.339546381,6.039268345,5.218594538,5.668106787,5.528830632,5.325104285,5.10387567,5.221737406,5.003951712,5.401411424,4.932728825,5.31057297,4.888662495,5.248644462,5.329784472
Azerbaijan,AZE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.42864547,11.15138593,12.38678338,16.87575455,16.65812987,14.33348979,18.41165799,20.55119981,16.17401934,15.30039613,14.8136264,13.49499209,20.50157746,20.87757211,19.10412068,17.62416929,15.38116775,15.7092507,14.61442499,21.72991308,20.47033672,19.57721494,14.65112232,14.04898518,13.59996765
Burundi,BDI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belgium,BEL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,5.015839493,5.277933745,5.169563978,4.348288327,4.16038149,4.353100359,4.764217591,5.613946224,5.506424792,5.174009943,5.333682797,4.958329572,4.978413384,4.712544626,4.806919696,5.176637758,4.846890054,5.148392328,5.083170158,5.201811001,5.19297056,5.262632115,5.354355917,5.163006806,5.356677221,5.384027444,5.319241249,5.201598023,5.034009389,4.971813927,5.127183748,4.923720956,4.953087803,5.242050579,5.00413507,4.996191305,5.102611195,4.740499095,4.677429181,4.94925989,4.577579646,4.942888397,4.660299732,4.496116609,4.796509905,4.848965686,4.954474321,4.643085641,5.099123027,4.526423624,4.564492236,4.666681646,5.061197486,4.875614624,5.425023076
Benin,BEN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11111111,33.33333333,25,25,0,0,0,0,0,0,0,45.90163934,0,0,0,0,0,0,0,0,0,73.07692308,0,85.10638298,71.18644068,55.69620253,73.61111111,70.23809524,0,0,0,0,0,81.81818182,56.81818182,61.13537118,0,0,0,0,0,0
Burkina Faso,BFA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bangladesh,BGD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,31.06796117,31.06796117,25.78347578,23.95093609,25.56853104,28.71678915,29.31747673,25.59711582,30.84929226,35.31661708,29.86476334,28.59025033,26.09962132,27.71053959,32.84010601,26.35416667,32.53982459,36.18712735,28.40477864,33.57475427,35.62273277,26.65842141,19.46556594,18.10098119,16.62039608,15.98396374,15.13745994,15.41686074,15.8200692,15.32559762,13.87419503,12.70827752,11.52090097,8.256694891,7.433735395,6.02079171,5.166908563,12.48173476,11.27309896,10.54179946,10.19183294,11.85494831,13.16076807,11.40119975
Bulgaria,BGR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,7.913018652,8.436980827,9.478047003,9.668508287,9.458334984,9.968645259,9.373948166,9.996189508,8.737024221,9.915315057,9.994049551,9.609728367,9.486963046,9.627954871,9.646425826,9.971305595,10.15112829,10.6483641,10.51028695,10.54317648,13.06592923,18.00898624,15.38805695,15.10764954,14.90822944,13.77703905,14.67117149,13.48745269,17.42023725,15.4750775,14.0924335,14.65768693,14.23643924,12.29179742,11.10479396,10.78414136,10.92763817,10.47236677,10.64628017,9.735532521,8.78795754,9.083492561,9.043627667,8.551580114
Bahrain,BHR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.485696223,3.019744483,0.070067265,4.180577733,2.828008158,2.640914466,3.029165102,2.120761853,1.98541329,1.702379944,1.436328604,0.53228022,2.582754393,0.672415157,3.406902681,2.904656319,4.019048993,3.940347517,3.558788832,1.929690485,2.458204334,2.121509317,2.048284384,1.877847839,8.49106204,9.033287532,6.774680994,6.422056044,5.719475277,5.212995833,3.937181228
"Bahamas, The",BHS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bosnia and Herzegovina,BIH,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.38819027,15.32825535,16.55172414,19.92786294,19.03864279,19.15473756,21.32152589,20.54763263,16.76765451,15.53082529,16.77054368,16.74186877,16.74547983,17.13119119,16.05122564,17.67179813,16.69546923,18.8221317,13.2631721,11.96706663,9.35529082,10.13743455,10.62349098,8.297518767,8.180693069
Belarus,BLR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.92445479,10.37562928,10.97220375,12.12802302,12.22091283,14.59186131,15.8336143,14.58725103,16.15443555,13.36928647,13.06463354,13.78526114,12.87798609,12.9567732,11.46427427,11.73734698,12.07443966,11.70002199,10.59689569,11.47945747,10.81530305,10.59627329,11.05880061,10.60716666,9.175183532
Belize,BLZ,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bermuda,BMU,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,BOL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,26.92307692,28.06707855,28.94961571,30.16496465,29.62138085,28.89972145,28.86792453,29.343405,28.86937431,12.66213712,15.87125416,9.352941176,14.17188389,15.24390244,14.75225225,19.31447225,18.11751904,16.94915254,17.70038168,21.33275638,13.97188049,14.38640133,14.25877028,12.57082153,11.56011924,11.45768993,11.60714286,11.96765499,11.41458387,10.18041237,10.40201005,10.37284895,10.31855956,10.34711475,10.13071895,10.13207547,10.20230206,11.79302046,11.73010946,11.55378486,11.02493075,11.34316669,9.0266584,9.19474586
Brazil,BRA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,13.04626003,12.76681363,12.34897877,11.70867097,11.57788053,12.00004443,11.92927573,12.03150919,12.37950999,11.81231167,11.03968717,11.92985686,11.28410895,10.75979709,11.37483091,12.54205256,13.46523649,13.48797611,14.20303986,14.22711504,15.39144199,14.59177933,15.22208464,16.15706754,16.74449657,17.20589952,17.45589028,16.82123898,17.60417787,17.65756212,17.23793637,16.74395596,16.26809098,16.74835399,16.59417467,16.82417721,16.14096018,16.64575537,17.1869536,16.62585192,16.45939781,17.07616752,16.63380588,15.77479764
Barbados,BRB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brunei Darussalam,BRN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,4.8,4.8,4.471544715,4.4,4.4,4.4,4.4,4.4,4.4,4.373177843,4.22832981,4.232804233,4.252199413,4.266666667,4.308093995,4.375804376,4.414587332,4.47080292,4.505300353,4.5221843,6.146572104,6.18336887,4.134366925,2.88634997,3.509664293,2.025435704,1.204819277,1.158146965,1.150369762,1.140385372,5.312136487,5.331358756,5.327483547,5.330882353,5.330882353,5.336567617,4.860088365,4.791118902,6.035437431,9.70464135,7.167785235,6.183206107,9.291231259,6.413670661
Bhutan,BTN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,BWA,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.76595745,12.75465013,18.33333333,17.71479185,18.7609075,27.3512476,28.33675565,29.94296578,29.50152594,41.42512077,46.91535151,61.352657,62.59398496,0,0,36.83640303,11.02464332
Central African Republic,CAF,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canada,CAN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,8.728420399,8.903248189,8.648431215,8.592752075,8.425454545,7.654055964,7.874406319,8.098023098,8.036431527,7.426928115,7.710775516,7.6886667,8.026344123,9.553430267,8.546285029,9.9289014,9.851116625,7.756206021,8.611372763,8.071621509,8.636190721,7.189981048,7.747277003,7.468307873,7.024782042,7.565132881,7.166611879,6.964864342,7.712548286,8.233327327,7.076161571,7.169478092,7.06044257,6.891717423,6.586427629,7.081543915,7.617174205,6.962343096,6.908407208,7.447166829,7.805698849,7.52229645,8.209655365,6.499112871,6.288081485,8.311846117,8.526922473,7.465348204,8.346548161,8.70933084,8.559491004,8.800575809,8.438532257,8.466955783,8.711767383
Central Europe and the Baltics,CEB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,9.562188375,9.168734491,8.949779437,9.076635716,9.145109633,9.022433273,8.653066739,8.094363611,8.233031213,8.339074637,8.966678909,7.951081472,7.829387054,7.837003204,8.784799496,8.491101448,8.742353083,8.268145189,8.260012831,8.321324944,8.641454086,8.679478453,8.497208508,8.411013572,8.880753464,8.920876244,8.657666109,8.971536154,8.858688614,8.601451744,8.632131641,9.80770432,10.71744566,11.83305509,11.73934283,12.21180911,11.88770787,11.60553232,11.12111233,11.17257607,10.65221551,10.27836379,10.00893696,9.537152117,9.180961794,9.115907563,8.748801281,8.876198622,8.313179915,8.480238871,8.15257674,7.547181688,7.820320589,7.507269933,7.370623073
Switzerland,CHE,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,9.599033816,9.297843047,9.875793799,9.923228778,9.921787709,9.09703504,8.575156024,8.181581686,8.160541649,9.003499473,8.077409708,7.65850999,8.293861163,7.944699459,8.277181823,7.371041672,8.531921969,6.868598823,7.410650888,6.932805455,6.638297872,6.200563337,6.08478708,6.240061309,6.756129553,6.201271225,6.163668842,6.03962922,5.983779617,6.080113118,7.404713413,7.318402363,7.372410482,7.065395991,6.750229288,7.200231333,7.589198414,6.925087108,6.938559322,7.039156583,6.177787188,5.905035323,6.354540594,6.406727829,6.645267361,7.321462562,6.74810094,6.354701305,6.383137419,6.276903694,6.619027433,7.1349065,6.722923393,6.805878929,6.698810305
Channel Islands,CHI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,CHL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,11.22712342,10.92455787,11.28222679,10.22910616,11.3376088,10.88714024,11.33387889,10.73359073,11.4065026,12.27129606,11.12873602,12.21464072,14.49619772,13.47706898,13.73219373,13.2121541,14.74707425,14.81525273,11.37499298,10.57587633,11.16677521,10.60680588,11.99850019,10.96253511,10.44350091,8.557576546,8.105835361,8.175392154,5.782755926,7.293278108,7.359337895,6.180302718,6.085972368,7.877675363,8.650255316,8.864786696,8.434599805,8.510317567,10.54642469,8.21888341,7.132530854,5.016415535,6.692670909,6.73504178
China,CHN,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,8.070500928,8.042693046,8.018305876,8.025375383,8.009380674,7.982167087,8.005444197,8.109077302,8.108884554,8.079699298,8.245222621,8.004760742,7.813567038,7.779750391,7.409481604,7.387716059,7.263659581,6.960620678,7.067252612,6.995370758,7.194244604,7.240697494,7.384312243,6.421472779,7.386741329,7.122954158,7.028685927,6.774561028,6.951457626,6.909225824,6.978430722,7.064958493,6.597810813,6.447010259,6.824607893,6.485903123,6.282272784,6.166039597,6.078554296,6.118930602,5.740233346,5.810061604,5.777009646,5.471266356
Cote d'Ivoire,CIV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,12.07482993,16.04046243,15.95477387,16.04215457,16.00831601,15.96412556,16.00965406,15.98302687,15.99780099,16.00914808,15.99576271,16.02465331,16.0041301,15.97593583,15.97533632,16.01289629,16.01472618,16.01038511,15.99273058,18.35602622,19.20748487,20.16216216,16.68190128,16.22193986,16.18595182,13.87354205,11.83329199,12.77971159,14.67718497,14.5625,13.46980553,12.93917643,13.58364458,17.87658802,19.92606935,20.90185676,22.58923815,23.53448276,23.24987225,20.18440905,22.38071815,19.46978335,21.96078431,14.32536809
Cameroon,CMR,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,5.209302326,4.215246637,3.488372093,1.443464314,4.191176471,4.07239819,5.923076923,5.385190726,6.488824802,7.364074329,7.647983237,5.633147114,6.654343808,9.88267148,7.701761573,12.55044391,11.16427432,11.43728555,11.23014407,13.05153875,13.87453875,13.77420533,13.24152542,18.63970588,21.83123878,20.23440193,19.56521739,19.85479798,20.58649289,21.86781609,25.6989551,23.15151515,23.77850163,19.22141119,17.43256743,12.31884058,9.345794393,9.470163704,9.337713989,9.832174945,9.863198784,12.25396825,11.01633394,11.05331599
"Congo, Dem. Rep.",COD,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,5.133991537,4.952166573,4.98960499,5.467625899,6.052631579,5.919765166,6.038647343,7.892156863,9.000725865,8.323959505,12.6984127,13.23666978,12.90601992,12.22337125,11.54515568,11.08028117,11.24095715,10.20029674,10.55211186,19.75221239,13.72846052,9.484603985,3.624887286,3.859186747,3.351141331,3.028318874,3.727939718,4.018612521,3.769317753,2.674690739,2.432069775,5.098360656,2.928257687,14.02689314,10.97097912,6.310486544,5.125602639,11.18028878,5.131143366,4.971537002,7.102164831,5.648975302,5.655122306,21.43665158
"Congo, Rep.",COG,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,4.545454545,5.882352941,6.25,5.050505051,5.714285714,6.140350877,8.653846154,24.24242424,10,9.032258065,31.01265823,12.30769231,41.02564103,14.22924901,49.65986395,10,13.87900356,22.60273973,17.75,19.67545639,18.75,21.4953271,31.21546961,25.61728395,31.07344633,27.07423581,26.71081678,41.56976744,82.88288288,87.5,88.0239521,0,0,0,0,86.75496689,0,76.78958785,70.31539889,59.43877551,51.89481825,44.52941176,44.52896431,44.54022989
Colombia,COL,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,10.87784396,14.3630664,14.3115163,14.20507269,15.44350785,15.71574493,15.40276594,15.79220181,15.91686398,16.1547491,16.06102902,16.46830764,16.75180092,16.46635566,15.68568979,15.92592593,22.47198146,22.93408458,21.51558479,21.19261765,21.06515274,19.69099077,21.35428823,22.06766645,22.38271374,22.46898206,22.82927923,23.6318685,24.62986315,22.38608696,19.36835321,19.39745127,19.49034185,19.51768941,19.50652601,19.44573607,20.18687527,19.30351461,14.7106686,15.37594238,12.17932956,12.38089127,10.32422471,10.67878079
Comoros,COM,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabo Verde,CPV,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Costa Rica,CRI,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.240469208,8.275663206,7.556935818,6.473941368,7.003257329,7.675081433,7.518951035,8.038317368,7.485296739,7.851468686,7.672385885,6.836248013,7.412898443,9.50166113,7.111230377,10.72428484,10.83535109,9.945958376,10.03314917,10.27021322,10.59076262,10.1220912,10.78112286,10.64478081,10.58133854,10.82509543
Caribbean small states,CSS,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,4.649418823,4.790801661,6.622114216,5.618631732,7.786589762,6.397867378,5.108116578,5.970149254,6.433408578,6.628940986,6.675062972,5.400771539,5.847353303,5.934207697,6.009873363,5.784959106,6.146926537,13.01730625,14.94934047,10.88649544,14.4788636,11.19749216,4.140378549,11.03573044,10.32951855,10.42631629,9.579293783,9.099493519,9.084008097,8.060738838,8.149242704,8.380008617,7.05472103,8.14401488,8.62607826,8.347224795,6.935049583,10.12491782,10.22101423,9.043981004,9.145735304,9.611560387,9.743655146,9.389468486
Cuba,CUB,Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,0,0,0,0,0,0,0,0,0,0,0,10.6374502,11.78591763,12.00070077,11.51354046,10.71645416,10.96594858,9.772874757,9.735973597,10.18932142,17.16888577,9.853427896,9.60982659,9.167243767,8.88454967,16.99319616,17.02337583,17.41337453,17.96176592,18.30172584,14.49014909,15.49029969,15.83463339,17.60588984,18.61262014,19.65647323,19.46207313,19.18563552,18.43370088,17.35440243,15.77301756,15.50428133,15.45321358,15.23719165,15.42151721,15.2131404,16.08476532,16.85201997,15.88325132,15.50129694,15.91078922,15.69256757,15.74777512,15.37617555,15.28968295
